Timestamp,X,Y,Z,Label
25:39.7,-0.02,1.21,-7.91,
25:39.8,-0.11,1.28,-7.75,
25:39.8,-0.18,1.43,-7.2,
25:39.8,-0.28,1.37,-7.07,
25:39.8,-0.49,1.11,-7.04,
25:39.9,-0.46,0.84,-7.02,
25:39.9,-0.36,1.06,-7,
25:39.9,-0.19,1.07,-6.85,
25:39.9,0.01,0.92,-6.67,
25:39.9,0.11,0.83,-6.92,
25:40.0,0.2,0.94,-7.27,
25:40.0,0.05,1.08,-7.66,
25:40.0,-0.02,1.29,-8.01,
25:40.0,0.16,1.41,-8.01,
25:40.1,0.14,1.27,-8.17,
25:40.1,-0.06,1.17,-8.77,
25:40.1,0.09,1.13,-9.44,
25:40.1,0.16,1.25,-9.83,
25:40.1,0.07,1.43,-9.83,
25:40.2,0,1.49,-9.79,
25:40.2,0.11,1.33,-10.21,
25:40.2,0.22,1.19,-10.71,
25:40.2,0.01,1.42,-11.14,
25:40.3,-0.21,1.77,-11.2,
25:40.3,-0.07,1.89,-10.93,
25:40.3,-0.02,1.72,-11.05,
25:40.3,-0.42,1.52,-11.44,
25:40.3,-0.9,1.35,-11.95,
25:40.4,-0.96,1.43,-12.05,
25:40.4,-0.47,1.64,-11.38,
25:40.4,-0.05,1.62,-11.12,
25:40.4,0.21,1.55,-11.34,
25:40.5,0.26,1.84,-11.37,
25:40.5,0.2,1.89,-11.37,
25:40.5,0.19,1.74,-11.34,
25:40.5,-0.17,1.34,-11.37,
25:40.5,-0.25,1.15,-11.32,
25:40.6,-0.11,1.14,-11.13,
25:40.6,-0.1,1.27,-11.02,
25:40.6,0.08,1.37,-10.93,
25:40.6,0.53,1.83,-11.07,
25:40.7,1.22,2.25,-11.03,
25:40.7,1.5,2.25,-10.91,
25:40.7,0.95,1.93,-10.78,
25:40.7,-0.2,1.77,-10.88,
25:40.7,-1.28,1.48,-10.8,
25:40.8,-2.06,1.19,-10.85,
25:40.8,-2.23,0.88,-10.8,
25:40.8,-1.59,1.03,-10.72,
25:40.8,-0.54,1.42,-10.41,
25:40.9,0.53,2.06,-10.38,
25:40.9,0.74,2.27,-10.47,
25:40.9,0.81,2.44,-10.21,
25:40.9,0.9,2.14,-9.71,
25:40.9,1.53,2.64,-12.16,
25:41.0,1.8,3.42,-12.54,
25:41.0,-0.76,-0.44,-6.59,
25:41.0,-1.88,-1.08,-10.16,
25:41.0,-1.21,1.56,-12.92,
25:41.1,-0.53,-0.16,-8.76,
25:41.1,-0.52,1.19,-9.7,
25:41.1,-1.83,1.54,-10.49,
25:41.1,-1.24,1.69,-9.91,
25:41.1,-0.84,1.65,-9.59,
25:41.2,-0.58,2.36,-9.94,
25:41.2,0.11,2.52,-9.46,
25:41.2,-0.03,2.37,-9.72,
25:41.2,-0.34,1.97,-9.66,
25:41.3,-0.66,1.87,-9.71,
25:41.3,-0.85,1.82,-9.74,
25:41.3,-0.27,1.46,-10.74,
25:41.3,0.46,-0.26,-11.71,
25:41.4,-0.59,-4.14,-9.05,
25:41.4,-0.96,-4.29,-8.96,
25:41.4,-1.59,-1.99,-9.51,
25:41.4,-1.23,2.16,-10.56,
25:41.4,-0.64,3.3,-10.42,
25:41.5,1.96,5.19,-9.91,
25:41.5,1.45,0.87,-9.65,
25:41.5,-1.95,-2.14,-9.05,
25:41.5,-3.11,-1.01,-10.25,
25:41.6,-2.73,0.41,-10.99,
25:41.6,1.17,1.38,-9.84,
25:41.6,1.7,1.95,-9.13,
25:41.6,0.04,0.91,-9.17,
25:41.6,-1.8,-0.49,-9.91,
25:41.7,-2.22,0.1,-10.92,
25:41.7,-0.29,-0.07,-9.93,
25:41.7,0.71,1.61,-9.4,
25:41.7,-0.06,1.25,-9.7,
25:41.8,-0.98,0.3,-10.14,
25:41.8,-1.08,-0.06,-10.02,
25:41.8,-0.49,0.42,-9.71,
25:41.8,-0.24,1.09,-9.96,
25:41.8,-0.27,0.9,-9.92,
25:41.9,-0.78,0.28,-9.89,
25:41.9,-0.73,0.47,-9.91,
25:41.9,-0.39,0.77,-9.87,
25:41.9,-0.31,0.82,-9.88,
25:42.0,-0.56,0.54,-9.88,
25:42.0,-0.71,0.46,-9.9,
25:42.0,-0.55,0.6,-9.9,
25:42.0,-0.39,0.7,-9.89,
25:42.0,-0.47,0.65,-9.89,
25:42.1,-0.61,0.54,-9.9,
25:42.1,-0.58,0.55,-9.9,
25:42.1,-0.47,0.63,-9.88,
25:42.1,-0.47,0.66,-9.89,
25:42.2,-0.55,0.6,-9.88,
25:42.2,-0.54,0.58,-9.9,
25:42.2,-0.51,0.6,-9.89,
25:42.2,-0.49,0.64,-9.88,
25:42.2,-0.52,0.61,-9.88,
25:42.3,-0.54,0.58,-9.9,
25:42.3,-0.53,0.62,-9.89,
25:42.3,-0.52,0.63,-9.89,
25:42.3,-0.51,0.62,-9.9,
25:42.4,-0.55,0.59,-9.89,
25:42.4,-0.53,0.61,-9.88,
25:42.4,-0.51,0.62,-9.89,
25:42.4,-0.53,0.61,-9.89,
25:42.4,-0.53,0.6,-9.89,
25:42.5,-0.53,0.61,-9.88,
25:42.5,-0.52,0.62,-9.89,
25:42.5,-0.52,0.61,-9.88,
25:42.5,-0.52,0.6,-9.9,
25:42.6,-0.51,0.6,-9.89,
25:42.6,-0.51,0.62,-9.89,
25:42.6,-0.52,0.61,-9.89,
25:42.6,-0.52,0.61,-9.88,
25:42.6,-0.53,0.6,-9.89,
25:42.7,-0.51,0.61,-9.89,
25:42.7,-0.53,0.61,-9.89,
25:42.7,-0.53,0.6,-9.89,
25:42.7,-0.52,0.61,-9.88,
25:42.8,-0.52,0.6,-9.89,
25:42.8,-0.52,0.61,-9.88,
25:42.8,-0.53,0.61,-9.88,
25:42.8,-0.52,0.6,-9.89,
25:42.8,-0.52,0.61,-9.89,
25:42.9,-0.52,0.61,-9.89,
25:42.9,-0.52,0.6,-9.89,
25:42.9,-0.53,0.6,-9.89,
25:42.9,-0.52,0.6,-9.89,
25:43.0,-0.52,0.61,-9.89,
25:43.0,-0.52,0.61,-9.9,
25:43.0,-0.53,0.6,-9.9,
25:43.0,-0.53,0.6,-9.88,
25:43.1,-0.53,0.61,-9.89,
25:43.1,-0.52,0.61,-9.88,
25:43.1,-0.51,0.6,-9.9,
25:43.1,-0.52,0.6,-9.9,
25:43.1,-0.51,0.6,-9.89,
25:43.2,-0.52,0.6,-9.88,
25:43.2,-0.52,0.6,-9.9,
25:43.2,-0.53,0.6,-9.89,
25:43.2,-0.53,0.61,-9.88,
25:43.3,-0.53,0.61,-9.9,
25:43.3,-0.52,0.6,-9.89,
25:43.3,-0.52,0.61,-9.89,
25:43.3,-0.53,0.61,-9.89,
25:43.3,-0.53,0.6,-9.87,
25:43.4,-0.52,0.57,-9.84,
25:43.4,-0.53,0.59,-9.93,
25:43.4,-0.51,0.65,-9.88,
25:43.4,-0.5,0.61,-9.91,
25:43.5,-0.53,0.58,-9.88,
25:43.5,-0.55,0.61,-9.9,
25:43.5,-0.51,0.62,-9.89,
25:43.5,-0.5,0.61,-9.91,
25:43.5,-0.52,0.59,-9.89,
25:43.6,-0.54,0.6,-9.9,
25:43.6,-0.52,0.62,-9.89,
25:43.6,-0.52,0.61,-9.89,
25:43.6,-0.54,0.61,-9.9,
25:43.7,-0.53,0.61,-9.89,
25:43.7,-0.52,0.62,-9.9,
25:43.7,-0.52,0.61,-9.89,
25:43.7,-0.53,0.61,-9.89,
25:43.7,-0.53,0.6,-9.9,
25:43.8,-0.52,0.61,-9.9,
25:43.8,-0.53,0.61,-9.89,
25:43.8,-0.53,0.61,-9.89,
25:43.8,-0.52,0.6,-9.89,
25:43.9,-0.52,0.6,-9.89,
25:43.9,-0.52,0.61,-9.88,
25:43.9,-0.52,0.61,-9.89,
25:43.9,-0.53,0.6,-9.9,
25:43.9,-0.54,0.61,-9.89,
25:44.0,-0.52,0.61,-9.89,
25:44.0,-0.51,0.61,-9.89,
25:44.0,-0.53,0.61,-9.89,
25:44.0,-0.54,0.61,-9.9,
25:44.1,-0.53,0.6,-9.9,
25:44.1,-0.52,0.61,-9.89,
25:44.1,-0.52,0.6,-9.88,
25:44.1,-0.52,0.62,-9.89,
25:44.1,-0.52,0.61,-9.9,
25:44.2,-0.52,0.6,-9.89,
25:44.2,-0.52,0.61,-9.9,
25:44.2,-0.52,0.6,-9.89,
25:44.2,-0.52,0.6,-9.89,
25:44.3,-0.52,0.61,-9.89,
25:44.3,-0.53,0.61,-9.9,
25:44.3,-0.53,0.61,-9.88,
25:44.3,-0.52,0.6,-9.9,
25:44.3,-0.52,0.61,-9.91,
25:44.4,-0.53,0.61,-9.9,
25:44.4,-0.52,0.6,-9.88,
25:44.4,-0.52,0.6,-9.9,
25:44.4,-0.52,0.61,-9.9,
25:44.5,-0.52,0.61,-9.89,
25:44.5,-0.52,0.61,-9.9,
25:44.5,-0.53,0.59,-9.9,
25:44.5,-0.52,0.61,-9.9,
25:44.5,-0.53,0.6,-9.89,
25:44.6,-0.53,0.6,-9.89,
25:44.6,-0.52,0.61,-9.9,
25:44.6,-0.53,0.61,-9.9,
25:44.6,-0.52,0.61,-9.9,
25:44.7,-0.51,0.61,-9.9,
25:44.7,-0.52,0.61,-9.9,
25:44.7,-0.54,0.61,-9.9,
25:44.7,-0.54,0.6,-9.9,
25:44.8,-0.52,0.62,-9.9,
25:44.8,-0.51,0.61,-9.9,
25:44.8,-0.54,0.61,-9.89,
25:44.8,-0.52,0.61,-9.88,
25:44.8,-0.52,0.61,-9.89,
25:44.9,-0.53,0.61,-9.89,
25:44.9,-0.54,0.61,-9.89,
25:44.9,-0.53,0.61,-9.89,
25:44.9,-0.52,0.6,-9.9,
25:45.0,-0.52,0.6,-9.89,
25:45.0,-0.53,0.6,-9.89,
25:45.0,-0.53,0.61,-9.89,
25:45.0,-0.52,0.61,-9.88,
25:45.0,-0.52,0.61,-9.89,
25:45.1,-0.52,0.61,-9.9,
25:45.1,-0.52,0.6,-9.9,
25:45.1,-0.53,0.61,-9.88,
25:45.1,-0.53,0.62,-9.91,
25:45.2,-0.5,0.59,-9.89,
25:45.2,-0.51,0.6,-9.88,
25:45.2,-0.55,0.62,-9.89,
25:45.2,-0.52,0.62,-9.89,
25:45.2,-0.5,0.6,-9.89,
25:45.3,-0.53,0.6,-9.9,
25:45.3,-0.53,0.61,-9.9,
25:45.3,-0.51,0.58,-9.89,
25:45.3,-0.52,0.59,-9.89,
25:45.4,-0.53,0.6,-9.88,
25:45.4,-0.52,0.6,-9.89,
25:45.4,-0.52,0.6,-9.89,
25:45.4,-0.52,0.61,-9.9,
25:45.4,-0.53,0.61,-9.89,
25:45.5,-0.52,0.59,-9.89,
25:45.5,-0.52,0.59,-9.88,
25:45.5,-0.52,0.6,-9.89,
25:45.5,-0.52,0.6,-9.9,
25:45.6,-0.53,0.6,-9.88,
25:45.6,-0.53,0.6,-9.88,
25:45.6,-0.53,0.6,-9.9,
25:45.6,-0.53,0.61,-9.87,
25:45.6,-0.53,0.6,-9.89,
25:45.7,-0.52,0.6,-9.89,
25:45.7,-0.52,0.6,-9.89,
25:45.7,-0.52,0.6,-9.89,
25:45.7,-0.53,0.6,-9.89,
25:45.8,-0.52,0.6,-9.89,
25:45.8,-0.52,0.6,-9.89,
25:45.8,-0.52,0.61,-9.88,
25:45.8,-0.53,0.6,-9.89,
25:45.8,-0.51,0.6,-9.89,
25:45.9,-0.52,0.61,-9.88,
25:45.9,-0.51,0.6,-9.9,
25:45.9,-0.52,0.6,-9.9,
25:45.9,-0.52,0.6,-9.87,
25:46.0,-0.52,0.6,-9.88,
25:46.0,-0.52,0.6,-9.87,
25:46.0,-0.52,0.61,-9.89,
25:46.0,-0.51,0.61,-9.9,
25:46.0,-0.52,0.6,-9.89,
25:46.1,-0.52,0.6,-9.88,
25:46.1,-0.52,0.6,-9.88,
25:46.1,-0.53,0.6,-9.89,
25:46.1,-0.52,0.61,-9.89,
25:46.2,-0.52,0.6,-9.88,
25:46.2,-0.52,0.6,-9.89,
25:46.2,-0.52,0.61,-9.88,
25:46.2,-0.53,0.6,-9.88,
25:46.2,-0.52,0.6,-9.89,
25:46.3,-0.52,0.62,-9.89,
25:46.3,-0.52,0.61,-9.89,
25:46.3,-0.52,0.61,-9.89,
25:46.3,-0.52,0.61,-9.89,
25:46.4,-0.52,0.61,-9.9,
25:46.4,-0.52,0.62,-9.88,
25:46.4,-0.52,0.6,-9.9,
25:46.4,-0.53,0.61,-9.9,
25:46.5,-0.52,0.61,-9.89,
25:46.5,-0.53,0.6,-9.89,
25:46.5,-0.53,0.6,-9.89,
25:46.5,-0.51,0.6,-9.89,
25:46.5,-0.53,0.6,-9.89,
25:46.6,-0.53,0.61,-9.88,
25:46.6,-0.52,0.61,-9.89,
25:46.6,-0.52,0.6,-9.89,
25:46.6,-0.52,0.6,-9.9,
25:46.7,-0.52,0.61,-9.89,
25:46.7,-0.53,0.61,-9.88,
25:46.7,-0.51,0.62,-9.88,
25:46.7,-0.53,0.62,-9.89,
25:46.7,-0.52,0.61,-9.89,
25:46.8,-0.54,0.61,-9.89,
25:46.8,-0.53,0.61,-9.89,
25:46.8,-0.52,0.61,-9.89,
25:46.8,-0.52,0.61,-9.89,
25:46.9,-0.51,0.61,-9.9,
25:46.9,-0.52,0.6,-9.89,
25:46.9,-0.52,0.61,-9.9,
25:46.9,-0.52,0.61,-9.9,
25:46.9,-0.52,0.6,-9.9,
25:47.0,-0.52,0.61,-9.89,
25:47.0,-0.53,0.61,-9.89,
25:47.0,-0.53,0.61,-9.9,
25:47.0,-0.52,0.61,-9.9,
25:47.1,-0.51,0.6,-9.9,
25:47.1,-0.51,0.6,-9.89,
25:47.1,-0.53,0.61,-9.9,
25:47.1,-0.53,0.61,-9.9,
25:47.1,-0.52,0.61,-9.89,
25:47.2,-0.52,0.61,-9.9,
25:47.2,-0.52,0.6,-9.9,
25:47.2,-0.53,0.61,-9.89,
25:47.2,-0.53,0.61,-9.9,
25:47.3,-0.52,0.6,-9.88,
25:47.3,-0.53,0.61,-9.88,
25:47.3,-0.53,0.61,-9.88,
25:47.3,-0.53,0.61,-9.9,
25:47.3,-0.52,0.6,-9.88,
25:47.4,-0.52,0.61,-9.9,
25:47.4,-0.53,0.6,-9.89,
25:47.4,-0.53,0.61,-9.89,
25:47.4,-0.52,0.61,-9.89,
25:47.5,-0.52,0.6,-9.89,
25:47.5,-0.53,0.61,-9.89,
25:47.5,-0.51,0.61,-9.88,
25:47.5,-0.52,0.61,-9.88,
25:47.5,-0.53,0.61,-9.89,
25:47.6,-0.52,0.6,-9.89,
25:47.6,-0.52,0.6,-9.89,
25:47.6,-0.53,0.61,-9.9,
25:47.6,-0.52,0.61,-9.89,
25:47.7,-0.52,0.61,-9.89,
25:47.7,-0.53,0.61,-9.89,
25:47.7,-0.52,0.61,-9.88,
25:47.7,-0.52,0.6,-9.88,
25:47.7,-0.52,0.6,-9.89,
25:47.8,-0.52,0.6,-9.9,
25:47.8,-0.52,0.6,-9.89,
25:47.8,-0.51,0.6,-9.9,
25:47.8,-0.53,0.6,-9.9,
25:47.9,-0.52,0.6,-9.89,
25:47.9,-0.52,0.61,-9.89,
25:47.9,-0.52,0.6,-9.89,
25:47.9,-0.52,0.59,-9.89,
25:47.9,-0.52,0.6,-9.88,
25:48.0,-0.52,0.6,-9.88,
25:48.0,-0.53,0.6,-9.89,
25:48.0,-0.52,0.6,-9.9,
25:48.0,-0.52,0.6,-9.88,
25:48.1,-0.53,0.6,-9.89,
25:48.1,-0.53,0.6,-9.89,
25:48.1,-0.52,0.61,-9.89,
25:48.1,-0.53,0.61,-9.89,
25:48.1,-0.53,0.6,-9.9,
25:48.2,-0.52,0.6,-9.89,
25:48.2,-0.52,0.6,-9.88,
25:48.2,-0.52,0.6,-9.89,
25:48.2,-0.52,0.61,-9.88,
25:48.3,-0.53,0.6,-9.89,
25:48.3,-0.52,0.6,-9.89,
25:48.3,-0.52,0.6,-9.89,
25:48.3,-0.52,0.6,-9.89,
25:48.4,-0.52,0.6,-9.88,
25:48.4,-0.52,0.6,-9.88,
25:48.4,-0.53,0.61,-9.89,
25:48.4,-0.53,0.6,-9.88,
25:48.4,-0.52,0.61,-9.9,
25:48.5,-0.52,0.61,-9.9,
25:48.5,-0.52,0.6,-9.88,
25:48.5,-0.53,0.6,-9.89,
25:48.5,-0.53,0.61,-9.9,
25:48.6,-0.52,0.6,-9.9,
25:48.6,-0.52,0.6,-9.88,
25:48.6,-0.52,0.61,-9.88,
25:48.6,-0.53,0.63,-9.89,
25:48.6,-0.51,0.6,-9.9,
25:48.7,-0.52,0.59,-9.9,
25:48.7,-0.52,0.6,-9.89,
25:48.7,-0.53,0.61,-9.9,
25:48.7,-0.52,0.61,-9.89,
25:48.8,-0.52,0.61,-9.89,
25:48.8,-0.54,0.61,-9.9,
25:48.8,-0.53,0.6,-9.89,
25:48.8,-0.53,0.6,-9.89,
25:48.8,-0.53,0.61,-9.9,
25:48.9,-0.53,0.61,-9.89,
25:48.9,-0.52,0.61,-9.89,
25:48.9,-0.52,0.61,-9.89,
25:48.9,-0.52,0.61,-9.89,
25:49.0,-0.53,0.61,-9.9,
25:49.0,-0.52,0.61,-9.9,
25:49.0,-0.52,0.6,-9.89,
25:49.0,-0.52,0.6,-9.89,
25:49.0,-0.52,0.61,-9.89,
25:49.1,-0.52,0.61,-9.88,
25:49.1,-0.52,0.62,-9.88,
25:49.1,-0.54,0.6,-9.89,
25:49.1,-0.52,0.6,-9.89,
25:49.2,-0.53,0.61,-9.88,
25:49.2,-0.53,0.61,-9.89,
25:49.2,-0.52,0.61,-9.89,
25:49.2,-0.53,0.6,-9.89,
25:49.2,-0.53,0.6,-9.88,
25:49.3,-0.53,0.6,-9.89,
25:49.3,-0.52,0.61,-9.89,
25:49.3,-0.52,0.61,-9.9,
25:49.3,-0.52,0.62,-9.9,
25:49.4,-0.52,0.61,-9.88,
25:49.4,-0.52,0.6,-9.9,
25:49.4,-0.52,0.61,-9.88,
25:49.4,-0.52,0.62,-9.89,
25:49.4,-0.53,0.61,-9.9,
25:49.5,-0.53,0.61,-9.89,
25:49.5,-0.51,0.61,-9.89,
25:49.5,-0.52,0.61,-9.9,
25:49.5,-0.52,0.61,-9.9,
25:49.6,-0.52,0.61,-9.9,
25:49.6,-0.51,0.6,-9.89,
25:49.6,-0.53,0.6,-9.9,
25:49.6,-0.54,0.61,-9.89,
25:49.6,-0.51,0.6,-9.9,
25:49.7,-0.53,0.6,-9.88,
25:49.7,-0.52,0.61,-9.88,
25:49.7,-0.52,0.6,-9.89,
25:49.7,-0.53,0.6,-9.89,
25:49.8,-0.52,0.61,-9.88,
25:49.8,-0.52,0.62,-9.89,
25:49.8,-0.51,0.6,-9.89,
25:49.8,-0.52,0.6,-9.88,
25:49.8,-0.54,0.61,-9.89,
25:49.9,-0.52,0.59,-9.89,
25:49.9,-0.52,0.59,-9.89,
25:49.9,-0.53,0.61,-9.88,
25:49.9,-0.52,0.6,-9.88,
25:50.0,-0.51,0.59,-9.89,
25:50.0,-0.52,0.61,-9.89,
25:50.0,-0.52,0.61,-9.9,
25:50.0,-0.52,0.59,-9.88,
25:50.1,-0.52,0.61,-9.89,
25:50.1,-0.52,0.61,-9.89,
25:50.1,-0.53,0.6,-9.89,
25:50.1,-0.51,0.6,-9.89,
25:50.1,-0.52,0.6,-9.89,
25:50.2,-0.52,0.6,-9.9,
25:50.2,-0.52,0.6,-9.89,
25:50.2,-0.52,0.6,-9.89,
25:50.2,-0.52,0.6,-9.9,
25:50.3,-0.52,0.61,-9.89,
25:50.3,-0.52,0.59,-9.9,
25:50.3,-0.52,0.6,-9.89,
25:50.3,-0.52,0.6,-9.89,
25:50.3,-0.53,0.6,-9.88,
25:50.4,-0.52,0.6,-9.88,
25:50.4,-0.52,0.61,-9.88,
25:50.4,-0.53,0.61,-9.89,
25:50.4,-0.53,0.6,-9.9,
25:50.5,-0.53,0.59,-9.9,
25:50.5,-0.51,0.6,-9.88,
25:50.5,-0.52,0.61,-9.89,
25:50.5,-0.53,0.6,-9.89,
25:50.5,-0.53,0.6,-9.89,
25:50.6,-0.51,0.6,-9.89,
25:50.6,-0.51,0.59,-9.89,
25:50.6,-0.52,0.6,-9.88,
25:50.6,-0.53,0.61,-9.88,
25:50.7,-0.52,0.6,-9.89,
25:50.7,-0.52,0.6,-9.89,
25:50.7,-0.52,0.61,-9.89,
25:50.7,-0.52,0.61,-9.89,
25:50.7,-0.52,0.6,-9.89,
25:50.8,-0.52,0.61,-9.9,
25:50.8,-0.53,0.61,-9.89,
25:50.8,-0.52,0.6,-9.89,
25:50.8,-0.52,0.61,-9.89,
25:50.9,-0.53,0.6,-9.89,
25:50.9,-0.51,0.6,-9.89,
25:50.9,-0.52,0.6,-9.89,
25:50.9,-0.52,0.61,-9.9,
25:50.9,-0.52,0.6,-9.89,
25:51.0,-0.52,0.61,-9.88,
25:51.0,-0.52,0.6,-9.9,
25:51.0,-0.52,0.6,-9.89,
25:51.0,-0.52,0.61,-9.89,
25:51.1,-0.53,0.61,-9.9,
25:51.1,-0.53,0.61,-9.9,
25:51.1,-0.53,0.6,-9.89,
25:51.1,-0.53,0.61,-9.89,
25:51.1,-0.52,0.61,-9.89,
25:51.2,-0.52,0.61,-9.89,
25:51.2,-0.52,0.61,-9.9,
25:51.2,-0.52,0.61,-9.89,
25:51.2,-0.51,0.6,-9.89,
25:51.3,-0.52,0.6,-9.88,
25:51.3,-0.52,0.6,-9.89,
25:51.3,-0.52,0.61,-9.89,
25:51.3,-0.53,0.61,-9.88,
25:51.3,-0.52,0.61,-9.88,
25:51.4,-0.52,0.61,-9.88,
25:51.4,-0.53,0.61,-9.9,
25:51.4,-0.52,0.61,-9.89,
25:51.4,-0.52,0.6,-9.88,
25:51.5,-0.53,0.61,-9.88,
25:51.5,-0.53,0.61,-9.89,
25:51.5,-0.52,0.61,-9.89,
25:51.5,-0.52,0.6,-9.89,
25:51.5,-0.53,0.61,-9.89,
25:51.6,-0.53,0.61,-9.89,
25:51.6,-0.52,0.61,-9.89,
25:51.6,-0.52,0.61,-9.9,
25:51.6,-0.52,0.6,-9.89,
25:51.7,-0.53,0.59,-9.88,
25:51.7,-0.53,0.6,-9.89,
25:51.7,-0.52,0.61,-9.89,
25:51.7,-0.52,0.61,-9.89,
25:51.8,-0.52,0.61,-9.88,
25:51.8,-0.52,0.6,-9.89,
25:51.8,-0.52,0.61,-9.88,
25:51.8,-0.51,0.6,-9.87,
25:51.8,-0.52,0.61,-9.89,
25:51.9,-0.53,0.61,-9.89,
25:51.9,-0.52,0.61,-9.89,
25:51.9,-0.52,0.61,-9.89,
25:51.9,-0.53,0.61,-9.88,
25:52.0,-0.52,0.61,-9.89,
25:52.0,-0.52,0.61,-9.89,
25:52.0,-0.52,0.6,-9.89,
25:52.0,-0.52,0.61,-9.89,
25:52.0,-0.52,0.6,-9.89,
25:52.1,-0.52,0.6,-9.89,
25:52.1,-0.52,0.61,-9.88,
25:52.1,-0.53,0.61,-9.89,
25:52.1,-0.52,0.6,-9.89,
25:52.2,-0.52,0.6,-9.89,
25:52.2,-0.52,0.6,-9.89,
25:52.2,-0.53,0.61,-9.9,
25:52.2,-0.53,0.61,-9.89,
25:52.2,-0.52,0.6,-9.89,
25:52.3,-0.52,0.61,-9.9,
25:52.3,-0.53,0.61,-9.89,
25:52.3,-0.52,0.61,-9.87,
25:52.3,-0.52,0.61,-9.89,
25:52.4,-0.52,0.6,-9.9,
25:52.4,-0.52,0.61,-9.89,
25:52.4,-0.53,0.61,-9.89,
25:52.4,-0.53,0.6,-9.9,
25:52.4,-0.52,0.61,-9.88,
25:52.5,-0.52,0.61,-9.9,
25:52.5,-0.52,0.6,-9.89,
25:52.5,-0.53,0.6,-9.88,
25:52.5,-0.53,0.61,-9.88,
25:52.6,-0.52,0.6,-9.89,
25:52.6,-0.52,0.6,-9.88,
25:52.6,-0.52,0.6,-9.89,
25:52.6,-0.52,0.61,-9.9,
25:52.6,-0.52,0.6,-9.89,
25:52.7,-0.54,0.62,-9.89,
25:52.7,-0.53,0.62,-9.89,
25:52.7,-0.52,0.6,-9.9,
25:52.7,-0.52,0.61,-9.88,
25:52.8,-0.52,0.6,-9.89,
25:52.8,-0.53,0.6,-9.89,
25:52.8,-0.52,0.6,-9.89,
25:52.8,-0.52,0.61,-9.89,
25:52.8,-0.52,0.61,-9.9,
25:52.9,-0.53,0.61,-9.89,
25:52.9,-0.54,0.61,-9.89,
25:52.9,-0.52,0.61,-9.88,
25:52.9,-0.52,0.61,-9.88,
25:53.0,-0.53,0.6,-9.89,
25:53.0,-0.52,0.61,-9.88,
25:53.0,-0.52,0.61,-9.89,
25:53.0,-0.52,0.59,-9.89,
25:53.0,-0.53,0.59,-9.89,
25:53.1,-0.52,0.6,-9.9,
25:53.1,-0.51,0.61,-9.89,
25:53.1,-0.51,0.61,-9.88,
25:53.1,-0.52,0.6,-9.89,
25:53.2,-0.52,0.61,-9.89,
25:53.2,-0.52,0.6,-9.89,
25:53.2,-0.53,0.6,-9.88,
25:53.2,-0.52,0.6,-9.88,
25:53.2,-0.53,0.6,-9.89,
25:53.3,-0.53,0.6,-9.88,
25:53.3,-0.53,0.6,-9.89,
25:53.3,-0.52,0.6,-9.88,
25:53.3,-0.52,0.6,-9.88,
25:53.4,-0.53,0.6,-9.89,
25:53.4,-0.52,0.61,-9.89,
25:53.4,-0.51,0.6,-9.89,
25:53.4,-0.52,0.61,-9.89,
25:53.5,-0.52,0.61,-9.89,
25:53.5,-0.53,0.61,-9.9,
25:53.5,-0.53,0.61,-9.89,
25:53.5,-0.53,0.6,-9.88,
25:53.5,-0.52,0.61,-9.88,
25:53.6,-0.52,0.6,-9.89,
25:53.6,-0.52,0.6,-9.88,
25:53.6,-0.52,0.6,-9.89,
25:53.6,-0.52,0.61,-9.91,
25:53.7,-0.51,0.62,-9.89,
25:53.7,-0.52,0.6,-9.88,
25:53.7,-0.52,0.59,-9.89,
25:53.7,-0.53,0.61,-9.89,
25:53.7,-0.52,0.61,-9.89,
25:53.8,-0.53,0.6,-9.89,
25:53.8,-0.53,0.59,-9.9,
25:53.8,-0.52,0.61,-9.9,
25:53.8,-0.52,0.61,-9.89,
25:53.9,-0.53,0.6,-9.89,
25:53.9,-0.53,0.61,-9.88,
25:53.9,-0.53,0.6,-9.89,
25:53.9,-0.53,0.6,-9.89,
25:53.9,-0.53,0.6,-9.89,
25:54.0,-0.53,0.6,-9.89,
25:54.0,-0.52,0.61,-9.88,
25:54.0,-0.52,0.61,-9.89,
25:54.0,-0.53,0.61,-9.89,
25:54.1,-0.52,0.61,-9.88,
25:54.1,-0.52,0.62,-9.9,
25:54.1,-0.52,0.6,-9.88,
25:54.1,-0.52,0.6,-9.88,
25:54.1,-0.51,0.61,-9.9,
25:54.2,-0.52,0.61,-9.89,
25:54.2,-0.52,0.6,-9.89,
25:54.2,-0.53,0.61,-9.9,
25:54.2,-0.52,0.61,-9.9,
25:54.3,-0.53,0.6,-9.89,
25:54.3,-0.51,0.61,-9.9,
25:54.3,-0.53,0.6,-9.88,
25:54.3,-0.52,0.61,-9.89,
25:54.3,-0.52,0.62,-9.89,
25:54.4,-0.52,0.6,-9.88,
25:54.4,-0.53,0.61,-9.88,
25:54.4,-0.53,0.61,-9.88,
25:54.4,-0.52,0.61,-9.9,
25:54.5,-0.52,0.6,-9.9,
25:54.5,-0.52,0.61,-9.89,
25:54.5,-0.51,0.6,-9.88,
25:54.5,-0.52,0.61,-9.88,
25:54.5,-0.52,0.62,-9.89,
25:54.6,-0.52,0.61,-9.88,
25:54.6,-0.52,0.61,-9.88,
25:54.6,-0.53,0.62,-9.88,
25:54.6,-0.51,0.61,-9.9,
